Learner,stream,randomSeed,learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,230000.0,1.5756101,2.1511298474359016E-7,230000.0,91.17347826086957,81.8702914698101,81.89560611060081,79.09699341021417,230000.0,820840.0,316.0,196.0,196.0,6.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,240000.0,1.6536106,2.3215195091048048E-7,240000.0,91.27416666666667,82.07533308006028,82.09733537362045,79.31593034855354,240000.0,844400.0,325.0,202.0,202.0,6.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,250000.0,1.7316111,2.4942450669407844E-7,250000.0,91.3588,82.25078980355507,82.26718653806688,79.51565033519499,250000.0,855976.0,333.0,206.0,206.0,6.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,260000.0,1.8096116,2.671803847391986E-7,260000.0,91.44807692307693,82.43560123618265,82.45870083150571,79.72554025713505,260000.0,879928.0,342.0,212.0,212.0,6.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,270000.0,1.872012,2.814499175761723E-7,270000.0,91.53444444444445,82.61554367195279,82.63818732861884,79.93380622958878,270000.0,883944.0,346.0,214.0,214.0,6.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,280000.0,1.9500125,2.9977887311908933E-7,280000.0,91.59821428571429,82.74370278905788,82.77477978809867,80.07284740163483,280000.0,908328.0,352.0,217.0,217.0,6.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,290000.0,2.0436131,3.2216512048823965E-7,290000.0,91.68724137931035,82.92820123535006,82.95530070562948,80.28476561222155,290000.0,924496.0,366.0,227.0,227.0,6.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,300000.0,2.1216136,3.4128718300205136E-7,300000.0,91.76633333333334,83.09165675636459,83.11712278207618,80.47459824357547,300000.0,947632.0,368.0,228.0,228.0,6.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,310000.0,2.1996141,3.6090176930340627E-7,310000.0,91.84387096774194,83.25238984501051,83.28275314886443,80.66292427000322,310000.0,972040.0,375.0,233.0,233.0,6.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,320000.0,2.2776146,3.808166159275505E-7,320000.0,91.91968750000001,83.41042653293741,83.43498148551515,80.85106382978724,320000.0,986920.0,381.0,236.0,236.0,6.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,330000.0,2.3556151,4.014022053695387E-7,330000.0,91.97424242424242,83.5241961012215,83.55254986710386,80.98393848230505,330000.0,1020160.0,398.0,249.0,249.0,6.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,340000.0,2.4492157,4.271461380128231E-7,340000.0,92.02470588235295,83.6261673119775,83.64762427407537,81.0954014333919,340000.0,1063160.0,414.0,260.0,260.0,6.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,350000.0,2.5428163,4.539001076387034E-7,350000.0,92.07942857142856,83.73823738862085,83.76209554602751,81.22260981474582,350000.0,1104872.0,425.0,267.0,267.0,6.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,360000.0,2.6208168,4.766880904053234E-7,360000.0,92.14305555555555,83.87073424461043,83.89722919619932,81.37723525848673,360000.0,1129304.0,437.0,276.0,276.0,6.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,370000.0,2.7144174,5.054146734937612E-7,370000.0,92.19783783783784,83.98485077153607,84.014884297841,81.51359520485661,370000.0,1186336.0,456.0,290.0,290.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,380000.0,2.808018,5.348202323443774E-7,380000.0,92.25578947368422,84.10349937790384,84.12968915158446,81.6486757837103,380000.0,1214376.0,460.0,292.0,292.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,390000.0,2.9016186,5.64821275215803E-7,390000.0,92.32512820512821,84.24377460970777,84.26924956773546,81.8018215202033,390000.0,1238968.0,476.0,303.0,303.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,400000.0,3.0108193,6.011233616761036E-7,400000.0,92.38,84.35710847288723,84.38628574941217,81.93135337008714,400000.0,1285016.0,489.0,311.0,311.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,410000.0,3.1044199,6.327917210625278E-7,410000.0,92.4209756097561,84.44108134526319,84.47115264486145,82.02599445868015,410000.0,1307824.0,503.0,318.0,318.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,420000.0,3.2136206,6.706762762820969E-7,420000.0,92.47595238095239,84.55374797383726,84.57976304335098,82.15419193801603,420000.0,1341032.0,515.0,324.0,324.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,430000.0,3.3072212,7.03626650388663E-7,430000.0,92.53418604651162,84.67279890770645,84.69616867917871,82.28956340405811,430000.0,1360768.0,523.0,328.0,328.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,440000.0,3.4164219,7.425017740989311E-7,440000.0,92.58931818181819,84.78459846692182,84.80731328888331,82.413949324215,440000.0,1376096.0,531.0,332.0,332.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,450000.0,3.5256226,7.827428562754972E-7,450000.0,92.64244444444445,84.89361594597347,84.91280513645417,82.53763145958376,450000.0,1424448.0,555.0,347.0,347.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,460000.0,3.6192232,8.179033400741303E-7,460000.0,92.69391304347826,84.99933189716606,85.01135030750636,82.65814228290428,460000.0,1452040.0,563.0,351.0,351.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,470000.0,3.7284239,8.595162567792254E-7,470000.0,92.74723404255319,85.10840160099139,85.11668522278255,82.78183829434734,470000.0,1473008.0,571.0,355.0,355.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,480000.0,3.8376246,9.016982475111469E-7,480000.0,92.7975,85.2106509986569,85.21325554738158,82.89624055686659,480000.0,1493152.0,586.0,364.0,364.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,490000.0,3.9468253,9.445937277993395E-7,490000.0,92.85122448979591,85.32115909730152,85.32368011999479,83.0244729827962,490000.0,1518408.0,592.0,367.0,367.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,500000.0,4.056026,9.879260707141625E-7,500000.0,92.8996,85.41943319649404,85.42287699243676,83.13404118862681,500000.0,1533872.0,598.0,370.0,370.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,510000.0,4.1964269,1.0439659793523865E-6,510000.0,92.95019607843138,85.52459028628697,85.52926024309747,83.25883295151887,510000.0,1542872.0,604.0,373.0,373.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,520000.0,4.3056276,1.0879600572753698E-6,520000.0,92.99307692307693,85.6123904706714,85.61513498148396,83.35852968983362,520000.0,1557296.0,606.0,374.0,374.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,530000.0,4.4148283,1.1326280743357623E-6,530000.0,93.04,85.70934344796754,85.7131791352306,83.4717113015893,530000.0,1581152.0,618.0,383.0,383.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,540000.0,4.524029,1.177782448546961E-6,540000.0,93.08722222222222,85.80627209209985,85.80997091973467,83.58132804356144,540000.0,1598368.0,624.0,386.0,386.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,550000.0,4.6488298,1.2306187086852476E-6,550000.0,93.12127272727272,85.8777694073307,85.88147047957399,83.6682451770536,550000.0,1636504.0,641.0,396.0,396.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,560000.0,4.7580305,1.2775282174843468E-6,560000.0,93.16107142857143,85.96022131405176,85.96397353905921,83.76494826131744,560000.0,1660496.0,657.0,407.0,407.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,570000.0,4.8672312,1.325440046898607E-6,570000.0,93.2059649122807,86.05277961383389,86.05724572457247,83.871760379488,570000.0,1695976.0,661.0,409.0,409.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,580000.0,4.992032,1.3802586708884274E-6,580000.0,93.25293103448276,86.14963567713693,86.15667615897553,83.98525102718983,580000.0,1697904.0,673.0,418.0,418.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,590000.0,5.0856326,1.4220115153611535E-6,590000.0,93.2964406779661,86.23884272865406,86.24858317049934,84.08762648106051,590000.0,1724288.0,680.0,423.0,423.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,600000.0,5.2104334,1.4787533551475242E-6,600000.0,93.33283333333333,86.31532998477745,86.3253969610474,84.17978327928498,600000.0,1757472.0,687.0,428.0,428.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,610000.0,5.3352342,1.536110438021107E-6,610000.0,93.3683606557377,86.38876180688905,86.39727763972441,84.26516577723149,610000.0,1776528.0,689.0,429.0,429.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,620000.0,5.4444349,1.5865462621659455E-6,620000.0,93.4058064516129,86.4650879995193,86.47215117414078,84.35164027603946,620000.0,1785320.0,698.0,435.0,435.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,630000.0,5.5692357,1.64460847250724E-6,630000.0,93.44285714285714,86.54172606671044,86.54791754860139,84.44161557118967,630000.0,1798368.0,702.0,437.0,437.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,640000.0,5.6940365,1.7034941064262141E-6,640000.0,93.4771875,86.6121376546863,86.62111534504805,84.52241036041214,640000.0,1823872.0,717.0,446.0,446.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,650000.0,5.8188373,1.763152797675174E-6,650000.0,93.50923076923077,86.67910716804914,86.68761812806265,84.60303268069266,650000.0,1847816.0,721.0,448.0,448.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,660000.0,5.9436381,1.8234587597791104E-6,660000.0,93.54242424242423,86.74799107935034,86.75385542992473,84.68416021618978,660000.0,1867864.0,734.0,456.0,456.0,7.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,670000.0,6.0684389,1.8848825942933973E-6,670000.0,93.57388059701492,86.81211322835603,86.81744977128405,84.75610835537333,670000.0,1902488.0,748.0,466.0,466.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,680000.0,6.1932397,1.947765758548553E-6,680000.0,93.60838235294118,86.88317708337948,86.88768414351958,84.83797709457644,680000.0,1947688.0,758.0,474.0,474.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,690000.0,6.3336406,2.01896377686287E-6,690000.0,93.64347826086956,86.95532316501374,86.95974050299841,84.92151348675388,690000.0,1960200.0,776.0,486.0,486.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,700000.0,6.4584414,2.0836583180158504E-6,700000.0,93.67414285714287,87.01865030813023,87.02483334554246,84.99584921643373,700000.0,2003792.0,792.0,497.0,497.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,710000.0,6.5988423,2.157765858857996E-6,710000.0,93.70943661971832,87.09008785870158,87.09654120393377,85.07551961505047,710000.0,2040304.0,801.0,503.0,503.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,720000.0,6.7392432,2.233927761457033E-6,720000.0,93.73694444444445,87.1465119468855,87.1542802448703,85.14054107490033,720000.0,2096864.0,818.0,516.0,516.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,730000.0,6.8796441,2.310620253103889E-6,730000.0,93.76547945205479,87.2050721058191,87.21080865389209,85.20767178140427,730000.0,2111472.0,824.0,519.0,519.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,740000.0,7.020045,2.388339635054685E-6,740000.0,93.79364864864866,87.26251706535882,87.26990506548404,85.27296339645028,740000.0,2139744.0,835.0,526.0,526.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,750000.0,7.176046,2.4763462585248057E-6,750000.0,93.81493333333333,87.30616665481476,87.31316954701221,85.32322567581248,750000.0,2180672.0,864.0,545.0,545.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,760000.0,7.3164469,2.558024427544326E-6,760000.0,93.83907894736842,87.35566749197885,87.36395260031684,85.38028494440681,760000.0,2248736.0,873.0,551.0,551.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,770000.0,7.4724479,2.649564114145935E-6,770000.0,93.862987012987,87.40510516626271,87.41447408721312,85.43831428958818,770000.0,2268216.0,884.0,558.0,558.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,780000.0,7.6128488,2.733052852911875E-6,780000.0,93.89205128205128,87.46527383291283,87.47186283790892,85.50888623249901,780000.0,2298584.0,897.0,566.0,566.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,790000.0,7.7688498,2.8267799198219763E-6,790000.0,93.9218987341772,87.52615219698528,87.53093440737075,85.57744871294265,790000.0,2322416.0,911.0,576.0,576.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,800000.0,7.9092507,2.912852156520097E-6,800000.0,93.9505,87.58491364773072,87.5883187193369,85.64513258586938,800000.0,2369712.0,924.0,584.0,584.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,810000.0,8.0652517,3.01032569739326E-6,810000.0,93.97456790123456,87.63466178198071,87.6388245156813,85.70260983176266,810000.0,2415248.0,940.0,595.0,595.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,820000.0,8.2212527,3.1089689620830533E-6,820000.0,94.0,87.68717228729636,87.69076807605704,85.76430080148143,820000.0,2444232.0,954.0,605.0,605.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,830000.0,8.3928538,3.2188776066512282E-6,830000.0,94.03072289156627,87.7503479492123,87.7531497727121,85.83692091316057,830000.0,2475792.0,970.0,616.0,616.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,840000.0,8.5488548,3.321228602036627E-6,840000.0,94.05142857142857,87.79254577554437,87.79178007222123,85.88434701545242,840000.0,2536104.0,985.0,625.0,625.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,850000.0,8.7204559,3.4348080420520983E-6,850000.0,94.07964705882354,87.85023432532562,87.85111257571478,85.94949714930283,850000.0,2558480.0,987.0,626.0,626.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,860000.0,8.8764569,3.5388388809423063E-6,860000.0,94.10569767441861,87.90386418897673,87.9052865906179,86.01145222490516,860000.0,2577728.0,991.0,628.0,628.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,870000.0,9.0324579,3.6432464981085308E-6,870000.0,94.13344827586207,87.96132872435703,87.96261356024942,86.07842495458486,870000.0,2587064.0,998.0,633.0,633.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,880000.0,9.1884589,3.7486921119820323E-6,880000.0,94.1575,88.0107655812968,88.0118356716324,86.1355380993601,880000.0,2612784.0,1010.0,642.0,642.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,890000.0,9.36006,3.865558433950361E-6,890000.0,94.18426966292135,88.06649104771398,88.06762906371462,86.20200625388202,890000.0,2632520.0,1016.0,645.0,645.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,900000.0,9.516061,3.972648376666837E-6,900000.0,94.21133333333333,88.12222394833833,88.12348403333759,86.26614646491275,900000.0,2653528.0,1020.0,647.0,647.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,910000.0,9.6876621,4.091806814910016E-6,910000.0,94.23494505494506,88.17098190971397,88.1732598717729,86.32388172146723,910000.0,2684152.0,1029.0,653.0,653.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,920000.0,9.8436631,4.200350275877242E-6,920000.0,94.25804347826087,88.21899278790612,88.22286181827099,86.38112032339231,920000.0,2689544.0,1031.0,654.0,654.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,930000.0,9.9996641,4.309222408896726E-6,930000.0,94.28129032258065,88.26641796247681,88.2693911041118,86.4349369748971,930000.0,2697688.0,1038.0,659.0,659.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,940000.0,10.1712652,4.429912239358243E-6,940000.0,94.30478723404255,88.3146679147072,88.3188887725178,86.49061269809226,940000.0,2718648.0,1050.0,668.0,668.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,950000.0,10.3428663,4.5519161123076665E-6,950000.0,94.3298947368421,88.36713891086906,88.3713499907171,86.55407226942776,950000.0,2748248.0,1052.0,669.0,669.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,960000.0,10.5144674,4.673999182952983E-6,960000.0,94.35458333333332,88.41761866978229,88.4210188973518,86.61195773809376,960000.0,2750032.0,1057.0,673.0,673.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,970000.0,10.6704684,4.785954634340894E-6,970000.0,94.37680412371134,88.4631740915747,88.46506847576914,86.66400981892687,970000.0,2774088.0,1066.0,679.0,679.0,8.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,980000.0,10.8576696,4.921103936508091E-6,980000.0,94.39816326530612,88.50711491423566,88.5095098258782,86.71451872861299,980000.0,2790664.0,1079.0,687.0,687.0,9.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,990000.0,11.0136706,5.037017335527266E-6,990000.0,94.42555555555555,88.56289803108432,88.56746885869417,86.77778815997851,990000.0,2872160.0,1116.0,716.0,716.0,9.0,0.0,0.0,1.0
moa.classifiers.trees.HoeffdingTree,generators.RandomTreeGenerator,1,1000000.0,11.3568728,5.296159299420607E-6,1000000.0,94.4465,88.60563760424832,88.61072828993782,86.82634304406717,1000000.0,2918704.0,1124.0,720.0,720.0,9.0,3984.0666666666666,0.0,1.017491898283719
